permit_number,s_name,s_address,city,z_code,p_fee,c_number,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA210296,GATEWAY MIDDLE SCHOOL - GATEWAY SCHOOL DISTRICT,4450 OLD WILLIAM PENN HWY,MONROEVILLE,15146,1850,27611,924,Hunt Valley Environmental,"REMOVE ACOUSTICAL PLASTER IN AUDITORIUM/KITCHEN, FLOOR TILE/CARPET/MASTIC THROUGHOUT, WALL MASTIC/COVE BASE IN AUDITORIUM, INCERATOR PIPE INS DEBRIS, CEMEMTITIOUS FLUE IN BOILER RM, TECH ED OFF WINDOW GLAZING , FIRE RATED DOORS & VARIOUS ROOF MATERIALS",77609,t,2021-06-17,2022-06-17,2,f,f,2022-06-17,RENOVATION,40.4437316414336,-79.7609473810216
PAA210311,PITTSBURGH PERRY HIGH SCHOOL,3875 PERRYSVILLE AVE,PITTSBURGH,15214,1250,2469,911,"MASA LLC dba Canfield Development, Inc.","REMOVE WALL PLASTER FROM ROOMS 372, 373, 374, 374A & CLOSET J",3304,f,2021-06-18,2021-07-09,2,f,f,2021-07-09,RENOVATION,40.4891681394722,-80.0190364118318
PAA210312,DUQUESNE UNIVERSITY MELLON HALL,600 FORBES AVE,PITTSBURGH,15219,200,015174,912,"Carl/Frank Industries, Inc.",REMOVE VAT AND MASTIC FROM ROOM 210A,165,t,2021-06-01,2021-07-15,2,t,f,2021-07-15,RENOVATION,40.437826212702,-79.9936526271794
PAA210313,CME SKIBO GYM/PHISICAL FITNESS CTR - TECH & FREW STREETS,,PITTSBURGH,15213,1850,5812,908,"Bristol Environmental, Inc.",VARIOUS MATERIALS IN VARIOUS LOCATIONS - SEE ATTACHED,12400,t,2021-06-14,2021-12-31,2,t,t,2021-07-09,RENOVATION,40.438222758373,-79.9722482342226
PAA210314,SMALLMAN STREET PROBIKE & RUN,2400 SMALLMAN ST,PITTSBURGH,15222,1550,5811,908,"Bristol Environmental, Inc.",REMOVE MAIN ROOF TAR,11476,f,2021-06-09,2021-10-31,2,t,t,2021-07-31,RENOVATION,40.4539787228666,-79.9811061823889
PAA210315,PASSAVANT HOSPITAL - 9102 BABCOCK BLVD,,PITTSBURGH,15237,850,1147,940,"Spectrum Environmental, LLC","REMOVE CARPET CC, FLOOR TILES, LINOLEUM & FLOOR MASTIC FROM T BUILDING SUITES 1103 & 1106",1240,t,2021-06-11,2021-12-30,2,t,f,2021-12-30,RENOVATION,40.5299208501615,-80.0427753295726
PAA210316,PITTSBURGH LANGLEY K-8,2940 SHERADEN BLVD,PITTSBURGH,15204,200,2697,923,Hometeam Properties,REMOVE BOILER ROOM 04 PLASTER,4,t,2021-06-14,2021-08-30,2,f,f,2021-08-30,RENOVATION,40.4545398606462,-80.0546727557361
PAA210319,YMCA - 2621 CENTRE AVENUE,,PITTSBURGH,15222,850,1634,941,"Prism Response, LLC dba Alloy",REMOVE FLOOR TILE AND MASTIC IN VARIOUS AREAS,2000,t,2021-06-21,2021-07-21,2,t,f,2021-07-21,RENOVATION,40.4411838658094,-80.0098168150497
PAA210320,SAINT MARGARET HOSPITAL,815 FREEPORT RD,PITTSBURGH,15215,1250,1146,940,"Spectrum Environmental, LLC",REMOVE FROM 4TH FLOOR 4B EAST & NORTH WINGS CC FLOOR TILE AND MASTIC,4220,t,2021-06-13,2022-06-12,2,f,f,2021-12-30,RENOVATION,40.4891554087612,-79.8955063177289
PAA210321,GULF TOWER,707  GRANT ST,PITTSBURGH,15219,2050,1639 & 1660,941,"Prism Response, LLC dba Alloy","REMOVE PIPE INSULATION, DUCT INSULATION, FLOOR TILE & MASTIC THROUGHOUT SUB-BASEMENT; SURFACE DUST FROM BASEMENT STEAM ROOM AND PIPE INSULATION & DUCT INSULATION THROUGHOUT BASEMENT LEVEL & ADDITIONAL FLOOR TILE/MASTIC IN BASEMENT",35480,f,2021-06-07,2021-12-30,2,f,t,2021-08-01,RENOVATION,40.4425865935344,-79.9952311155013
PAA210323,SOCIAL SECURITY ADMINISTRATION - 921 PENN AVENUE,,PITTSBURGH,15222,1850,321,960,"IVT Environmental Solutions, LLC",REMOVE FLOOR TILE & MASTIC FROM FIRST FLOOR,10000,f,2021-06-18,2021-12-18,2,t,f,2021-12-18,RENOVATION,40.4411838658094,-80.0098168150497
PAA210324,MERCY HOSPITAL - ROOM 4052,1400 LOCUST ST,PITTSBURGH,15219,200,1148,940,"Spectrum Environmental, LLC",REMOVE CC CARPET AND FLOOR MASTIC,193,t,2021-06-16,2021-06-30,2,t,f,2021-06-30,RENOVATION,40.4360439740714,-79.9854587006851
PAA210327,KRAMER BUILDING,69 S 20TH ST,PITTSBURGH,15203,1250,21642,902,"American Contracting Enterprises, Inc.",REMOVE ROOF FLASHING,4400,t,2021-06-16,2021-12-31,2,f,f,2021-12-31,RENOVATION,40.4297102529217,-79.9768603819686
PAA210328,AGH ENVIROMENTAL SERVICES - SOUTH TOWER - LEVEL 01,320 E NORTH AVE,PITTSBURGH,15212,1550,2098/2105,929,"NOVA Environmental Services, Inc.",REMOVE ASBESTOS FLOORING MATERIALS FROM FORMER AUDIOVISUAL PHOTOGRAPHY DEPARTMENT AND ASBESTOS FLOOR COVERING MATERIALS FROM ENVIRONMENTAL SERVICES SOUTH TOWER 01 LEVEL,5500,t,2021-06-17,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.457069446526,-80.0036975361617
PAA210329,VERNER ELEMENTARY SCHOOL,700 1ST ST,VERONA,15147,1250,48280,903,"American Industrial Contracting, Inc.",REMOVE MULTI-PURPOSE ROOM FLOOR TILE & MASTIC,2500,t,2021-06-21,2021-08-15,2,f,f,2021-08-15,RENOVATION,40.5050355969262,-79.839467015362
PAA210330,GENERAL ELECTRIC,4930  BUTTERMILK HOLLOW RD,WEST MIFFLIN,15122,1250,48279,903,"American Industrial Contracting, Inc.",REMOVE FLOOR TILE AND MASTIC FROM TRAINING ROOM,2500,f,2021-06-25,2021-08-15,2,t,f,2021-08-15,RENOVATION,40.3570748921333,-79.9123808876055
PAA210331,UOP MUSIC BUILDING - BELLEFIELD & 5TH AVE,,PITTSBURGH,15260,1250,4849,905,"BLT Contracting, Inc.",REMOVE FLOOR TILE/MASTIC FROM 1ST & 2ND FLOOR HALLS AND LANDINGS,2428,t,2021-06-21,2022-06-01,2,t,f,2022-06-01,RENOVATION,40.4258800444082,-80.0405130122884
PAA210332,WINCHESTER THURSTON SCHOOL,555 MOREWOOD AVE,PITTSBURGH,15213,200,4850,905,"BLT Contracting, Inc.",REMOVE FLOOR TILE/MASTIC IN COAT ROOM,160,t,2021-06-24,2022-06-01,2,f,f,2022-06-01,RENOVATION,40.451500481736,-79.9424711452801
PAA210333,3 RIVERS STUDIO,4100  STEUBENVILLE PIKE,PITTSBURGH,15205,450,220,938,Triton Holdings,REMOVE TRANSITE PANELS FROM CEILING OF MAIN WAREHOUSE FLOOR,693,t,2021-06-21,2022-06-18,2,t,f,2022-06-18,RENOVATION,40.4409551558762,-80.0852250123977
PAA210337,MAGEE WOMEN'S HOSPITAL,300 HALKET ST,PITTSBURGH,15213,200,1149,940,"Spectrum Environmental, LLC",REMOVE CC FLOOR TILE AND MASTIC FROM ROOM 3315,115,t,2021-06-24,2021-12-30,2,t,f,2021-12-30,RENOVATION,40.4370860222289,-79.9615430224765
PAA210339,ALLEGHHENY K-8,810 ARCH ST,PITTSBURGH,15212,1250,21674,902,"American Contracting Enterprises, Inc.","REMOVE FLR TILE/MASTIC IN RM 127 & LIBRARY STORAGE, BLOWN-IN INS  LT KNEE WELL & E WING ATTIC SP, TRANSITE CEILING IN COR 029, RM 038, & FOOD PREP  041, PIPE FIT/INS IN POOL MECH RM, CRWL SP & B-WNG STRWELL & A WNG DCT SHFT INS SUB-BSMT, DCT INS IN FAN RM",3905,t,2021-06-24,2021-09-01,2,t,f,2021-09-01,RENOVATION,40.4532387485438,-80.0086586852684
PAA210340,PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,200,1150,940,"Spectrum Environmental, LLC","REMOVE 3RD FLOOR ELECTRICL CLOSETS FLOOR TILE, MASTIC  & PIPE INSULATION",76,t,2021-06-28,2021-12-30,2,t,f,2021-12-30,RENOVATION,40.4422470230786,-79.9609286975283
PAA210342,MCDONALD'S,2090  LEBANON CHURCH RD,WEST MIFFLIN,15122,1250,21689,902,"American Contracting Enterprises, Inc.",REMOVE ROOF,4400,t,2021-06-28,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.3479287411415,-79.9453051544614
PAA210347,CMU MELLON INSTITUTE ROOM 825B,5000 FORBES AVE,PITTSBURGH,15213,200,2221,901,"ABMECH Acquisitions, LLC",REMOVE ASBESTOS FLOOR TILE,182,t,2021-06-29,2021-07-16,2,t,f,2021-07-16,RENOVATION,40.4442129846549,-79.94339909741
PAA210348,CARNEGIE MELLON UNIVERSITY DOHERTY HALL,5000 FORBES AVE,PITTSBURGH,15213,1250,2220,901,"ABMECH Acquisitions, LLC",REMOVE PLASTER IN ROOM 2210,3000,t,2021-06-29,2021-08-27,2,t,f,2021-08-27,RENOVATION,40.4442129846549,-79.94339909741
PAA210351,,2400 E CARSON ST,PITTSBURGH,15203,850,21700/21747,902,"American Contracting Enterprises, Inc.","REMOVE FLOOR TILE ON 1ST FLOOR BATHROOM & MAIN ENTRYWAY AND 2ND FLOOR ELEVATOR LOBBY, PIPE INSULATION ON 2ND & 3RD FLOOR AND PIPE FITTINGS ON 2ND & 3RD FLOORS",1132,t,2021-06-25,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4279555979069,-79.9707882277001
PAA210352,VACANT RESIDENCE,7813  HAMILTON AVE,PITTSBURGH,15208,450,2666,921,Gray Waste Management Corporation,REMOVE ROOF TAR,800,f,2021-07-02,2021-12-31,2,t,f,2021-12-31,DEMOLITION,40.4523717770269,-79.8868622869852
PAA210353,VACANT COMMERCIAL PROPERTY,2007  CENTRE AVE,PITTSBURGH,15219,200,2666,915,DJ Demo Company,"REMOVE CEMENTITIOUS BOARD, EXTERIOR WINDOW CAULKING AND AIR CELL PIPE",235,f,2021-07-07,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4441317752156,-79.980223904146
PAA210356,ALLEGHENY GENERAL HOSPITAL - NORTHWEST WING 3RD FL,320 E NORTH AVE,PITTSBURGH,15212,850,2106,929,"NOVA Environmental Services, Inc.",REMOVE FLOOR COVERING IN PUBLIC ELEVATORS AND MAIN CORRIDORS SOUTH OF PUBLIC ELEVATORS,1500,t,2021-06-28,2022-06-27,2,f,f,2021-12-31,RENOVATION,40.457069446526,-80.0036975361617
PAA210357,AHN FORBES HOSPITAL 2ND FL MAIN CORRIDOR,2570 HAYMAKER RD,MONROEVILLE,15146,1250,2107,929,"NOVA Environmental Services, Inc.",REMOVE VCT AND MASTIC,2070,t,2021-06-28,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4282603186906,-79.7476530188951
PAA210359,VACANT RESIDENCE,3127  BRIGHTON RD,PITTSBURGH,15212,200,2666,915,DJ Demo Company,REMOVE FLOOR TILE FROM BASEMENT,200,f,2021-06-05,2021-06-12,2,t,f,2021-06-12,RENOVATION,40.4744566668307,-80.0296483822178
PAA210361,MERCY HOSPITAL,1400 LOCUST ST,PITTSBURGH,15219,200,1151,940,"Spectrum Environmental, LLC",REMOVE FLOOR TILE AND MASTIC FROM ROOM 11018,295,t,2021-07-07,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4360439740714,-79.9854587006851
PAA210362,NORTH ALLEGHENY INTERMEDIATE,350 CUMBERLAND RD,PITTSBURGH,15237,1550,239,938,Triton Holdings,RMEOVE GYMNASIUR FLOOR,7200,t,2021-07-08,2022-07-02,2,t,f,2022-07-02,RENOVATION,40.5707903687337,-80.0314715956707
PAA210363,MONTEFIORE HOSPITAL,3459 5TH AVE,PITTSBURGH,15213,200,1152,940,"Spectrum Environmental, LLC",REMOVE FLOOR TILE AND MASTIC FROM ROOM S334,165,t,2021-07-08,2021-12-30,2,t,f,2021-12-30,RENOVATION,40.4403592216973,-79.9614238732971
PAA210364,GULF TOWER DUCT SHAFTS,707  GRANT ST,PITTSBURGH,15219,200,1647,941,"Prism Response, LLC dba Alloy",REMOVE DUCT INSULATION ON FLOORS 2 TO 33 AND MECHANICAL ROOMS AND CEILING TILE ON FLOORS 2 TO 6,6300,f,2021-06-23,2021-08-01,2,f,f,2021-08-01,RENOVATION,40.4425865935344,-79.9952311155013
PAA210365,SACRED HEART SCHOOL,325 EMERSON ST,PITTSBURGH,15206,850,21727,902,"American Contracting Enterprises, Inc.","REMOVE FLOOR TILE & MASTIC FROM MUSIC ROOM, STAIR LANDING, AND ADJACENT HALLWAY OFF CAFETERIA",1212,t,2021-07-08,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4556960778335,-79.9236661371094
PAA210367,VERIZON - EAST LIBERTY C.O.,223 N HIGHLAND AVE,PITTSBURGH,15206,450,5830,908,"Bristol Environmental, Inc.",REMOVE FLOOR TILE & MASTIC AND EXTERIOR WINDOW CAULKING IN SECOND FLOOR STORAGE ROOM,524,t,2021-07-12,2021-07-31,2,f,f,2021-07-31,RENOVATION,40.4633639818241,-79.9241429926224
PAA210368,CMU HUNT LIBRARY,5000 FORBES AVE,PITTSBURGH,15213,1250,2227,901,"ABMECH Acquisitions, LLC",REMOVE FLOOR TILE AND MASTIC IN OFFICES ON 1ST FLOOR,4332,t,2021-07-12,2021-10-20,2,t,f,2021-10-20,RENOVATION,40.4442129846549,-79.94339909741
PAA210373,UPARC BUILDING B4,3170 WILLIAM PITT WAY,HARMAR,15238,1250,14274,943,Precision Environmental Company,VARIOUS MATERIALS THROUGHOUT THE BUILDING,1489,f,2021-11-08,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.5449997734214,-79.8271432746162
PAA210374,UPARC BUILDING C3,3170 WILLIAM PITT WAY,HARMAR,15238,450,14274,943,Precision Environmental Company,"REMOVE CLOTH WRAP FOIL ON LINES TO 904 & ON WALL, BLACK TABLETOP INSIDE LARGE & SAMLL FUME HOOD TABLETOPS, AND TRANSITE INSIDE SMALL HOOD SIDES & TOPS, STEAM CHEST OUTSIDE WALLS AND TOP",725,f,2021-09-20,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.5449997734214,-79.8271432746162
PAA210375,UPARC BUILDING C4,3170 WILLIAM PITT WAY,HARMAR,15238,1850,14274,943,Precision Environmental Company,REMOVE VARIOUS MATREIRALS THROUGHOUT BUILDING,20508,f,2021-10-25,2021-12-31,2,f,f,2021-12-31,RENOVATION,40.5449997734214,-79.8271432746162
PAA210376,UPARC BUILDING C9,3170 WILLIAM PITT WAY,HARMAR,15238,450,14274,943,Precision Environmental Company,"REMOVE REMOVE TRANSITE, BROWN ADHESIVE AND INSULATION ON STEAM CHESTS (OPEN BAY WALLS, #2, #4 & #5)",620,f,2021-10-18,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.5449997734214,-79.8271432746162
PAA210377,UPARC BUILDING B11,3170 WILLIAM PITT WAY,HARMAR,15238,1850,14274,943,Precision Environmental Company,REMOVE VARIOUS MATERIALS FROM VARIOUS LOCATIONS THROUGHOUT BUILDING,13556,f,2021-11-01,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.5449997734214,-79.8271432746162
PAA210380,UPARC - 3170 WILLIAM PENN WAY BUILDING E2,,CHESWICK,15024,850,1648,941,"Prism Response, LLC dba Alloy",REMOVE FLOOR TILE/MSTIC FROM 1ST FLOOR HALL AND OFFICE ROOMS,1480,f,2021-07-13,2021-07-31,2,t,f,2021-07-31,RENOVATION,40.5403917140253,-79.8072762356422
PAA210382,RACHEL CARSON TOWER,135 2ND AVE,TARENTUM,15084,1550,4854,905,"BLT Contracting, Inc.",REMOVE CEILING PLASTER AND VAT/MASTIC FROM 7TH & 8TH FLOORS,6400,t,2021-07-15,2022-06-30,2,t,f,2022-06-30,RENOVATION,40.6003257325898,-79.7546639221149
PAA210383,UOP CATHEDRAL OF LEARNING SUITE 526,4200 5TH AVE,PITTSBURGH,15213,1250,4853,905,"BLT Contracting, Inc.",REMOVE VAT,2300,t,2021-07-14,2022-06-30,2,t,f,2022-06-30,RENOVATION,40.4443102647694,-79.9531966404474
PAA210384,ARSR - SGT MESSERSCHMIDT ROAD,1  PRION DR,OAKDALE,15071,450,33995,944,"Neumeyer Environmental Services, Inc.",REMOVE VAT & MASTIC FROM OFFICE #1 ON SECOND FLOOR,700,t,,2021-09-30,2,t,f,2021-09-30,RENOVATION,40.4078329568487,-80.1937902977123
PAA210386,WAREHOUSE,10  CHADWICK ST,SEWICKLEY,15143,450,21773,902,"American Contracting Enterprises, Inc.","REMOVE INTERIOR WINDOW GLAZING & EXTERIOR WINDOW CAULKING ON METAL WINDOWS, FLOOR TILE, LINOLEUM & MASTIC IN OFFICE UTILITY CLOSET AND LEVELING COMPOUND IN OFFICE OF NORTH GARAGE",449,t,2021-07-19,2021-10-29,2,t,f,2021-10-29,RENOVATION,40.5413420260581,-80.1922139162904
PAA210388,PROPEL ANDREW STREET HIGH SCHOOL,605 E 10TH AVE,MUNHALL,15120,200,21778,902,"American Contracting Enterprises, Inc.",REMOVE FLOOR TILE FROM PRICIPAL'S OFFICE,256,t,2021-07-20,2022-07-19,2,t,f,2021-11-05,RENOVATION,40.4077292283892,-79.9015017516603
PAA210389,PNC ONE,225  5TH AVE,PITTSBURGH,15222,1250,1153,940,"Spectrum Environmental, LLC","REMOVE FLOOR TILE & MASTIC FROM BASEMENT GUARD STATION, HIGH DOCK AREA & B LEVEL STORAGE ROOM TANK INSULATION ON LEVEL A",1785,t,2021-07-21,2021-12-28,2,f,f,2021-12-28,RENOVATION,40.4411950201614,-80.0011049865767
PAA210390,OLD PIER 1 (PARKWAY SHHOPPING CENTER),4201  WILLIAM PENN HWY,MONROEVILLE,15146,1850,015255,912,"Carl/Frank Industries, Inc.",REMOVE MASTIC FROM SHOWROOM,10800,f,2021-07-21,2021-11-21,2,t,f,2021-11-21,RENOVATION,40.439580920326,-79.7622007410314
PAA210395,COMMERCIAL PROPERTY,1215 N CANAL ST,SHARPSBURG,15215,850,21795,902,"American Contracting Enterprises, Inc.",REMOVE TRANSITE FLUE FROM PIPE CHASE & EXTERIOR AND FLOOR TILE & MASTIC FROM FIRST FLOOR,1070,t,2021-07-21,2021-11-05,2,t,f,2021-11-05,RENOVATION,40.4952020276,-79.9300488879631
PAA210396,DUQUESNE UNIVERSITY - GUMBERG LIBRARY,600 FORBES AVE,PITTSBURGH,15219,450,015257,912,"Carl/Frank Industries, Inc.",REMOVE VAT & MASTIC FROM CORRIDOR 100E AND MAINTENANCE ROOM,650,t,2021-07-27,2021-12-15,2,f,f,2021-12-15,RENOVATION,40.437826212702,-79.9936526271794
PAA210397,BROADHEAD RD DEV LLC,128  BOGGS AVE,MOON,15108,200,7117,935,Superior Environmental Contracting,SOIL BETWEEN 128 AND 134 BOGGS AVENUE,160,t,2021-07-09,2021-08-31,2,t,f,2021-08-31,RENOVATION,40.5533390224798,-80.2505377834836
PAA210400,FORBES HOSPITAL 6TH FLOOR ROOMS 6032 - 6042,2570 HAYMAKER RD,MONROEVILLE,15146,850,2138,929,"NOVA Environmental Services, Inc.",REMOVE ASBESTOS FLOORING,1811,t,2021-07-30,2022-07-30,2,f,f,2021-12-31,RENOVATION,40.4282603186906,-79.7476530188951
PAA210406,WESTERN PSYCHIATRIC HOSPITAL - 14TH FL WET LABS,3811 OHARA ST,PITTSBURGH,15213,850,1155,940,"Spectrum Environmental, LLC","REMOVE PIPE INSULATION, DUCT CAULKING, FLOOR TILE, MASTIC AND TRANSITE TABLETOPS",1450,t,2021-08-02,2021-12-30,2,f,f,2021-12-30,RENOVATION,40.4437217511991,-79.9599021155951
PAA210408,INDEPENDENCE MIDDLE SCHOOL GYMNASIUM,2807 BETHEL CHURCH RD,BETHEL PARK,15102,1250,48315,903,"American Industrial Contracting, Inc.",REMOVE BLEACHER AREA FLOOR TILE & MASTIC,3600,t,2021-08-03,2021-08-31,2,f,f,2021-08-31,RENOVATION,40.3381853190541,-80.0422328972829
PAA210409,COSTELLO MANAGEMENT LLC,200  AMBER ST,PITTSBURGH,15206,1550,289,935,Superior Environmental Contracting,"REOMVE EXTERIOR WINDOW CAULKING, 1ST & 2ND FLOOR FLOOR TILE, BOILER ROOM PIPE AND SOLARIUM MASTIC",5414,f,2021-07-30,2022-07-29,2,f,f,2021-12-29,RENOVATION,40.4618660633196,-79.9308413400611
PAA210422,PRESBYTERIAN HOSPITAL - 3RD FLOOR,200 LOTHROP ST,PITTSBURGH,15213,200,1156,940,"Spectrum Environmental, LLC","REMOVE PIPE INSULATION FROM ROOMS C331-34, CORRIDOR J13 ROOM D326",50,t,2021-08-03,2021-12-30,2,f,f,2021-12-30,RENOVATION,40.4422470230786,-79.9609286975283
PAA210423,CCAC BOYCE CAMPUS - 595 BEATTY ROAD,,VERONA,15147,450,10833,966,"CSI Construction Company, Inc.",REMOVE FLOOR TILE/MASTIC IN HALLWAY 2N,301,t,2021-08-07,2021-08-31,2,t,f,2021-08-31,RENOVATION,40.49765350095,-79.8473538486912
PAA210424,WEXFORD PLAZA UNITS 20 & 21,10521  PERRY HWY,,15090,1250,5838,908,"Bristol Environmental, Inc.","REMOVE DRY CLEANER & BARBER SHOP FLOOR TILE & MASTIC, BARBER SHOP FRONT ROOF BLACK PITCH AND FRONT ROOF DUCT TAR",4145,f,2021-08-03,2021-09-30,2,t,t,2021-08-20,RENOVATION,40.6096447439126,-80.0537140920811
PAA210430,CLEARWAY ENERGY CENTER PITTSBURGH CHILLER #2,111 S COMMONS ST,PITTSBURGH,15212,850,4866,905,"BLT Contracting, Inc.",REMOVE MAIN FLOOR PIPING INSULATION AND MAIN & LOWER FLOOR TANK INSULATION,1243,t,2021-08-05,2022-06-30,2,f,f,2022-06-30,RENOVATION,40.4497652459488,-80.0063155023687
PAA210431,MERCY HOSPITAL 5TH FLOOR,1400 LOCUST ST,PITTSBURGH,15219,450,1154,940,"Spectrum Environmental, LLC",REMOVE CC SHEET FLOORING AND MASTIC FROM ROOMS 5025 & 5026,390,t,2021-08-09,2021-12-30,2,t,f,2021-12-30,RENOVATION,40.4360439740714,-79.9854587006851
PAA210432,ASSUMPTION SCHOOL BUILDING,35 N JACKSON AVE,PITTSBURGH,15202,200,48323,903,"American Industrial Contracting, Inc.","REMOVE WAA/CEILING PLASTER IN STAIRWELLS, MUSIC ROOM COAT CLOSET AND FIRE ESCAPE VESTIBULE",285,f,2021-08-09,2021-09-30,2,t,f,2021-09-30,RENOVATION,40.4978598042521,-80.0582645925581
PAA210433,KOPPERS BUILDING,436 7TH AVE,PITTSBURGH,15219,1850,21870,902,"American Contracting Enterprises, Inc.","REMOVE FROM 5TH & 6TH FLOORS FLOOR TILE, MASTIC & PIPE INSULATION",23616,t,2021-08-12,2022-08-11,2,t,t,2012-12-31,RENOVATION,40.4421151693961,-79.9955679918911
PAA210435,PSU FRABLE BUILDING,4000 UNIVERSITY DR,MCKEESPORT,15132,200,2270,901,"ABMECH Acquisitions, LLC",REMOVE FLOOR TILE AND MASTIC FROM 3RD FLOOR,12,t,2021-08-11,2021-09-13,2,t,f,2021-09-13,RENOVATION,40.3444432854474,-79.8271792769242
PAA210436,1058 LABORER'S UNION,12  8TH ST,PITTSBURGH,15222,850,34040/34103,944,"Neumeyer Environmental Services, Inc.",REMOVE GRAY PLASTER FROM 1ST & 2ND FLOOR OFFICE ON WEST SIDE AND MEZZANINE FLOOR TILE,1567,t,2021-08-10,2021-09-10,2,t,f,2021-09-10,RENOVATION,40.4441726338326,-79.9999173588714
PAA210437,UNIVERSITY PREPARATORY SCHOOL AT MARGERET MILLIONES,3117  CENTRE AVE,PITTSBURGH,15219,8580,193 & 196,921,Gray Waste Management Corporation,"REMOVE ROOM 252 FLOOR TILE/MASTIC, ROOM 253 COMPOSOTION FLOORING AND ROOM 254 RESIDUAL MASTIC",1250,t,2021-08-06,2022-08-05,2,t,f,2022-08-05,RENOVATION,40.4498086355761,-79.9624346128718
PAA210438,FORMER SAINT ROSALIA'S SCHOOL,411  GREENFIELD AVE,PITTSBURGH,15207,1550,194,921,Gray Waste Management Corporation,"REMOVE POPCORN CEILING FROM 2ND FLOOR ACTIVITY ROOM, 1ST FLOOR & BASEMENT HALLWAYS, LARGE DIAMETER PIPE, DUCT & TANK INSULATION IN BOILER ROOM AND EXTERIOR PERIMETER WINDOW CAULKING",8106,t,2021-08-10,2022-08-09,2,f,f,2022-08-09,RENOVATION,40.4255895012422,-79.9437494476953
PAA210447,FORMER MAX & ERMA'S,1910 COCHRAN RD,PITTSBURGH,15220,850,1159,940,"Spectrum Environmental, LLC","REMOVE 2ND FLOOR HALLWAY MASTIC, 1ST FLOOR STORAGE3/LOCKER ROOM FLOOR TILE/MASTIC, PIPE FITTINGS IN VARIOUS AREAS & ESTERIOR WINDOW CAULKING",960,t,2021-07-19,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.3936028167138,-80.0639333150619
PAA210448,FIRE SUPPLY WAREHOUSE - 30TH & RAILROAD STREETS,,PITTSBURGH,15201,450,4858,959,"Howland Company, LLC","REMOVE FLOOR TILE/MASTIC FROM T 3X3 CLOSETS, CARPET MASTIC FROM ROOMS 314 & 315, AND FLOOR TILE/MASTIC FROM LARGE & SMALL LANDINGS IN STAIRWELL",401,f,2021-08-17,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4601485614024,-79.9764922811168
PAA210449,CMU COLLEGE OF FINE ARTS ROOM 104,5000 FORBES AVE,PITTSBURGH,15213,200,2288,901,"ABMECH Acquisitions, LLC",REMOVE FLOOR TIEL AND MASTIC,200,t,2021-08-20,2021-09-20,2,t,f,2021-09-20,RENOVATION,40.4442129846549,-79.94339909741
PAA210450,COMMERCIAL PROPERTY,5138  PENN AVE,PITTSBURGH,15224,450,200,921,Gray Waste Management Corporation,REMOVE BASEMENT PIPE INSULATION AND FLOOR TILE MASTIC,335,t,2021-08-23,2022-08-22,2,t,f,2022-08-22,RENOVATION,40.4646508133413,-79.9413013651554
PAA210451,WAREHOUSE - 7511 THOMAS BOULEVARD,,PITTSBURGH,15208,1250,201,921,Gray Waste Management Corporation,REMOVE ROOFING MATERIAL,2700,t,2021-08-24,2022-08-22,2,t,f,2022-08-22,RENOVATION,40.4455161677545,-79.9162488977151
PAA210459,FORBES HOSPITAL 5TH FLOOR,2570 HAYMAKER RD,MONROEVILLE,15146,450,2163,929,"NOVA Environmental Services, Inc.","REMOVE FLOORING FROM ROOMS 5069A, 5070, 5070A & 5071",372,t,2021-08-31,2022-08-31,2,f,f,2021-12-31,RENOVATION,40.4282603186906,-79.7476530188951
PAA210460,VACANT COMMERCIAL,3709  BUTLER ST,PITTSBURGH,15201,450,21923,902,"American Contracting Enterprises, Inc.","REMOVE 2ND FLOOR REAR ROOM PLASTER AND 1ST FLOOR RESTROOM, CUSTODIAL CLOSET AND STORAGE ROOM FLOOR TILE",785,f,2021-08-26,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4666170621554,-79.9647157378363
PAA210461,CARNEGIE MUSEUMS OF PITTSBURGH,4400  FORBES AVE,PITTSBURGH,15213,200,48336,903,"American Industrial Contracting, Inc.",REMOVE GREEN BASEMENT CLASSROOM DUCT INSULATION,70,t,2021-08-16,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4437064529995,-79.9491020730779
